,specific_personal_depth_2_income_status,total_personal_depth_2_income_status,specific_family_depth_2_income_status,total_family_depth_2_income_status,specific_personal_depth_2_income_status_with_balance,total_personal_depth_2_income_status_with_balance,specific_family_depth_2_income_status_with_balance,total_family_depth_2_income_status_with_balance,condition_1
0,True,True,True,True,True,True,True,True,Eligible for the loan
